#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
33007017	Mapoly0006s0285	Mapoly0006s0285.1	Mapoly0006s0285.1.p	PF00085	PTHR10438,PTHR10438:SF276	KOG0910	1.8.1.8		GO:0045454,GO:0015035,GO:0006662	AT3G06730.1	TRX P,TRX z	Thioredoxin z
33006955	Mapoly0006s0286	Mapoly0006s0286.1	Mapoly0006s0286.1.p		PTHR32083,PTHR32083:SF29							
33007207	Mapoly0006s0287	Mapoly0006s0287.1	Mapoly0006s0287.1.p	PF14551,PF00493	PTHR11630,PTHR11630:SF42		3.6.4.12	K02209	GO:0006260,GO:0005524,GO:0003677	AT2G07690.1	MCM5	Minichromosome maintenance (MCM2/3/5) family protein
33007113	Mapoly0006s0288	Mapoly0006s0288.1	Mapoly0006s0288.1.p									
33007182	Mapoly0006s0289	Mapoly0006s0289.1	Mapoly0006s0289.1.p	PF00646,PF01344	PTHR24412,PTHR24412:SF234				GO:0005515	AT1G55270.1		Galactose oxidase/kelch repeat superfamily protein
33007094	Mapoly0006s0290	Mapoly0006s0290.1	Mapoly0006s0290.1.p	PF00136,PF03104,PF08490	PTHR10670		2.7.7.7	K02324	GO:0003677,GO:0000166,GO:0008408,GO:0008270,GO:0006260,GO:0005634,GO:0003887	AT1G08260.1	ABO4,EMB142,EMB2284,EMB529,ESD7,POL2A,TIL1	DNA polymerase epsilon catalytic subunit
33006947	Mapoly0006s0291	Mapoly0006s0291.1	Mapoly0006s0291.1.p									
33007215	Mapoly0006s0292	Mapoly0006s0292.1	Mapoly0006s0292.1.p									
33007132	Mapoly0006s0293	Mapoly0006s0293.1	Mapoly0006s0293.1.p									
33007085	Mapoly0006s0294	Mapoly0006s0294.1	Mapoly0006s0294.1.p	PF04520	PTHR33083					AT4G21970.1		Protein of unknown function, DUF584
33006941	Mapoly0006s0295	Mapoly0006s0295.1	Mapoly0006s0295.1.p									
33007175	Mapoly0006s0296	Mapoly0006s0296.1	Mapoly0006s0296.1.p									
33007139	Mapoly0006s0297	Mapoly0006s0297.1	Mapoly0006s0297.1.p	PF05811	PTHR21096	KOG3377				AT2G31725.1		Eukaryotic protein of unknown function (DUF842)
33007190	Mapoly0006s0298	Mapoly0006s0298.1	Mapoly0006s0298.1.p	PF00022	PTHR11937,PTHR11937:SF37			K17260	GO:0034314,GO:0007015,GO:0005885,GO:0005856,GO:0005524	AT3G27000.1	ARP2,ATARP2,WRM	actin related protein 2
33007151	Mapoly0006s0299	Mapoly0006s0299.1	Mapoly0006s0299.1.p	PF13334,PF01762	PTHR11214,PTHR11214:SF74	KOG2288	2.4.1.134		GO:0016020,GO:0008378,GO:0006486	AT1G05170.1		Galactosyltransferase family protein
33007038	Mapoly0006s0300	Mapoly0006s0300.1	Mapoly0006s0300.1.p									
33007096	Mapoly0006s0301	Mapoly0006s0301.1	Mapoly0006s0301.1.p	PF00493	PTHR11630,PTHR11630:SF47		3.6.4.12	K10737	GO:0006260,GO:0005524,GO:0003677	AT3G09660.1	MCM8	minichromosome maintenance 8
33007285	Mapoly0006s0302	Mapoly0006s0302.1	Mapoly0006s0302.1.p	PF08240,PF00107	PTHR11695,PTHR11695:SF31	KOG1198	1.6.5.5		GO:0055114,GO:0016491,GO:0008270	AT3G56460.1		GroES-like zinc-binding alcohol dehydrogenase family protein
33007130	Mapoly0006s0303	Mapoly0006s0303.1	Mapoly0006s0303.1.p	PF00474	PTHR11819,PTHR11819:SF94	KOG2348			GO:0055085,GO:0016020,GO:0006810,GO:0005215	AT5G45380.1	ATDUR3,DUR3	solute:sodium symporters;urea transmembrane transporters
33006971	Mapoly0006s0304	Mapoly0006s0304.1	Mapoly0006s0304.1.p	PF08700	PTHR31658,PTHR31658:SF0	KOG2033				AT5G16300.1		Vps51/Vps67 family (components of vesicular transport) protein
33007080	Mapoly0006s0305	Mapoly0006s0305.1	Mapoly0006s0305.1.p									
33007144	Mapoly0006s0306	Mapoly0006s0306.1	Mapoly0006s0306.1.p	PF08423	PTHR22942,PTHR22942:SF1	KOG1433	3.6.1.8	K03553	GO:0009432,GO:0006281,GO:0005524,GO:0003697	AT2G19490.1		recA DNA recombination family protein
33007116	Mapoly0006s0307	Mapoly0006s0307.1	Mapoly0006s0307.1.p	PF10584,PF00227	PTHR11599,PTHR11599:SF11	KOG0182	3.4.25.1	K02730	GO:0019773,GO:0006511,GO:0004175,GO:0051603,GO:0005839,GO:0004298	AT2G05840.1	PAA2	20S proteasome subunit PAA2
33007223	Mapoly0006s0308	Mapoly0006s0308.1	Mapoly0006s0308.1.p	PF08263,PF00560,PF13855,PF07714	PTHR27000	KOG1187	2.7.11.1		GO:0005515,GO:0006468,GO:0004672	AT5G48940.1		Leucine-rich repeat transmembrane protein kinase family protein
33006949	Mapoly0006s0309	Mapoly0006s0309.1	Mapoly0006s0309.1.p	PF00462	PTHR10293,PTHR10293:SF37	KOG1752	1.8.1.9	K07390	GO:0045454,GO:0015035,GO:0009055	AT3G54900.1	ATGRXCP,CXIP1	CAX interacting protein 1
33007267	Mapoly0006s0310	Mapoly0006s0310.1	Mapoly0006s0310.1.p	PF08263,PF13855	PTHR27000	KOG0472	2.7.11.1		GO:0005515	AT4G20140.1	GSO1	Leucine-rich repeat transmembrane protein kinase
33022285	Mapoly0007s0001	Mapoly0007s0001.1	Mapoly0007s0001.1.p	PF10533,PF03106	PTHR31282,PTHR31282:SF6				GO:0043565,GO:0006355,GO:0003700	AT4G31550.1	ATWRKY11,WRKY11	WRKY DNA-binding protein 11
33022164	Mapoly0007s0002	Mapoly0007s0002.1	Mapoly0007s0002.1.p	PF12624	PTHR22774,PTHR22774:SF11	KOG2955				AT3G20720.2		
33022165	Mapoly0007s0002	Mapoly0007s0002.2	Mapoly0007s0002.2.p	PF12624	PTHR22774,PTHR22774:SF11	KOG2955				AT3G20720.2		
33022166	Mapoly0007s0002	Mapoly0007s0002.3	Mapoly0007s0002.3.p	PF12624	PTHR22774,PTHR22774:SF11	KOG2955				AT3G20720.2		
33022167	Mapoly0007s0002	Mapoly0007s0002.4	Mapoly0007s0002.4.p	PF12624	PTHR22774,PTHR22774:SF11	KOG2955				AT3G20720.2		
33022177	Mapoly0007s0003	Mapoly0007s0003.1	Mapoly0007s0003.1.p	PF00400	PTHR19918	KOG0305		K03363	GO:0005515	AT4G33270.1	CDC20.1	Transducin family protein / WD-40 repeat family protein
33022178	Mapoly0007s0003	Mapoly0007s0003.2	Mapoly0007s0003.2.p	PF00400	PTHR19918	KOG0305		K03363	GO:0005515	AT4G33270.1	CDC20.1	Transducin family protein / WD-40 repeat family protein
33022512	Mapoly0007s0004	Mapoly0007s0004.1	Mapoly0007s0004.1.p	PF04759	PTHR31696					AT1G21050.1		Protein of unknown function, DUF617
33022365	Mapoly0007s0005	Mapoly0007s0005.1	Mapoly0007s0005.1.p	PF00400,PF04053,PF06957	PTHR19876,PTHR19876:SF7			K05236	GO:0005515,GO:0030117,GO:0016192,GO:0006886,GO:0005198,GO:0030126	AT1G62020.1		Coatomer, alpha subunit
33022292	Mapoly0007s0006	Mapoly0007s0006.1	Mapoly0007s0006.1.p		PTHR21068,PTHR21068:SF3					AT4G35980.1		
33022172	Mapoly0007s0007	Mapoly0007s0007.1	Mapoly0007s0007.1.p									
33022498	Mapoly0007s0008	Mapoly0007s0008.1	Mapoly0007s0008.1.p	PF00145			2.1.1.37					
33022518	Mapoly0007s0009	Mapoly0007s0009.1	Mapoly0007s0009.1.p	PF00628				K11657	GO:0005515	AT5G44800.1	CHR4,PKR1	chromatin remodeling 4
33022482	Mapoly0007s0010	Mapoly0007s0010.1	Mapoly0007s0010.1.p	PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G69730.1		Wall-associated kinase family protein
33022483	Mapoly0007s0010	Mapoly0007s0010.2	Mapoly0007s0010.2.p	PF00069	PTHR27005	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G69730.1		Wall-associated kinase family protein
33022205	Mapoly0007s0011	Mapoly0007s0011.1	Mapoly0007s0011.1.p	PF00121	PTHR21139,PTHR21139:SF7	KOG1643	5.3.1.1	K01803	GO:0008152,GO:0004807	AT2G21170.1	PDTPI,TIM	triosephosphate isomerase
33022312	Mapoly0007s0012	Mapoly0007s0012.1	Mapoly0007s0012.1.p	PF02536	PTHR13068,PTHR13068:SF9			K15032	GO:0006355,GO:0005739,GO:0003690	AT4G14605.1		Mitochondrial transcription termination factor family protein
33022514	Mapoly0007s0013	Mapoly0007s0013.1	Mapoly0007s0013.1.p	PF03931,PF01466	PTHR11165	KOG1724		K03094	GO:0006511	AT1G75950.1	ASK1,ATSKP1,SKP1,SKP1A,UIP1	S phase kinase-associated protein 1
33022134	Mapoly0007s0014	Mapoly0007s0014.1	Mapoly0007s0014.1.p	PF12619,PF14551,PF00493	PTHR11630,PTHR11630:SF44		3.6.4.12	K02540	GO:0042555,GO:0006270,GO:0005634,GO:0005524,GO:0003678,GO:0003677,GO:0006260	AT1G44900.2	ATMCM2,MCM2	minichromosome maintenance (MCM2/3/5) family protein
33022349	Mapoly0007s0015	Mapoly0007s0015.1	Mapoly0007s0015.1.p	PF00931	PTHR23155	KOG4658			GO:0043531	AT3G04220.1		Disease resistance protein (TIR-NBS-LRR class) family
33022434	Mapoly0007s0016	Mapoly0007s0016.1	Mapoly0007s0016.1.p							AT5G08720.1		
33022157	Mapoly0007s0017	Mapoly0007s0017.1	Mapoly0007s0017.1.p	PF13532	PTHR13069,PTHR13069:SF11	KOG3200	2.1.1.229	K10768		AT4G20350.2		oxidoreductases
33022294	Mapoly0007s0018	Mapoly0007s0018.1	Mapoly0007s0018.1.p	PF00628	PTHR10615,PTHR10615:SF102				GO:0005515	AT5G24330.1	ATXR6,SDG34	ARABIDOPSIS TRITHORAX-RELATED PROTEIN 6
33022415	Mapoly0007s0019	Mapoly0007s0019.1	Mapoly0007s0019.1.p	PF12014	PTHR33917,PTHR33917:SF1					AT1G27510.1		Protein of unknown function (DUF3506)
33022416	Mapoly0007s0019	Mapoly0007s0019.2	Mapoly0007s0019.2.p	PF12014	PTHR33917,PTHR33917:SF1					AT1G27510.1		Protein of unknown function (DUF3506)
33022517	Mapoly0007s0020	Mapoly0007s0020.1	Mapoly0007s0020.1.p	PF13704	PTHR21461,PTHR21461:SF16					AT1G27200.1		Domain of unknown function (DUF23)
33022299	Mapoly0007s0021	Mapoly0007s0021.1	Mapoly0007s0021.1.p				3.6.5.5					
33022316	Mapoly0007s0022	Mapoly0007s0022.1	Mapoly0007s0022.1.p		PTHR31669,PTHR31669:SF59				GO:0006355	AT1G52520.1	FRS6	FAR1-related sequence 6
33022146	Mapoly0007s0023	Mapoly0007s0023.1	Mapoly0007s0023.1.p	PF02790			1.9.3.1		GO:0022900,GO:0016021	ATMG00160.1		cytochrome oxidase 2
33022490	Mapoly0007s0024	Mapoly0007s0024.1	Mapoly0007s0024.1.p									
33022439	Mapoly0007s0025	Mapoly0007s0025.1	Mapoly0007s0025.1.p									
33022442	Mapoly0007s0025	Mapoly0007s0025.2	Mapoly0007s0025.2.p									
33022440	Mapoly0007s0025	Mapoly0007s0025.3	Mapoly0007s0025.3.p									
33022441	Mapoly0007s0025	Mapoly0007s0025.4	Mapoly0007s0025.4.p									
33022443	Mapoly0007s0025	Mapoly0007s0025.5	Mapoly0007s0025.5.p									
33022155	Mapoly0007s0026	Mapoly0007s0026.1	Mapoly0007s0026.1.p									
33022461	Mapoly0007s0027	Mapoly0007s0027.1	Mapoly0007s0027.1.p	PF02234					GO:0007050,GO:0005634,GO:0004861			
33022376	Mapoly0007s0028	Mapoly0007s0028.1	Mapoly0007s0028.1.p									
33022348	Mapoly0007s0029	Mapoly0007s0029.1	Mapoly0007s0029.1.p	PF04900	PTHR12416,PTHR12416:SF2	KOG3165		K14566	GO:0032040	AT2G46230.1		PIN domain-like family protein
33022133	Mapoly0007s0030	Mapoly0007s0030.1	Mapoly0007s0030.1.p	PF00400,PF02138	PTHR13743	KOG0316,KOG0272		K18953	GO:0005515	AT1G58230.1		binding
33022437	Mapoly0007s0031	Mapoly0007s0031.1	Mapoly0007s0031.1.p									
33022513	Mapoly0007s0032	Mapoly0007s0032.1	Mapoly0007s0032.1.p	PF02684	PTHR30372,PTHR30372:SF3		2.4.1.182	K00748	GO:0009245,GO:0008915	AT2G04560.1		transferases, transferring glycosyl groups
33022207	Mapoly0007s0033	Mapoly0007s0033.1	Mapoly0007s0033.1.p	PF00249	PTHR21717,PTHR21717:SF22					AT1G17460.2	TRFL3	TRF-like 3
33022315	Mapoly0007s0034	Mapoly0007s0034.1	Mapoly0007s0034.1.p									
33022373	Mapoly0007s0035	Mapoly0007s0035.1	Mapoly0007s0035.1.p									
33022235	Mapoly0007s0036	Mapoly0007s0036.1	Mapoly0007s0036.1.p	PF13639	PTHR14155			K19040	GO:0008270,GO:0005515	AT5G05280.1		RING/U-box superfamily protein
33022343	Mapoly0007s0037	Mapoly0007s0037.1	Mapoly0007s0037.1.p									
33022438	Mapoly0007s0038	Mapoly0007s0038.1	Mapoly0007s0038.1.p									
33022456	Mapoly0007s0039	Mapoly0007s0039.1	Mapoly0007s0039.1.p	PF04146	PTHR12357,PTHR12357:SF32					AT4G11970.2		YTH family protein
33022318	Mapoly0007s0040	Mapoly0007s0040.1	Mapoly0007s0040.1.p									
33022382	Mapoly0007s0041	Mapoly0007s0041.1	Mapoly0007s0041.1.p	PF00657	PTHR22835		3.1.1.3		GO:0016788	AT5G22810.1		GDSL-like Lipase/Acylhydrolase superfamily protein
33022477	Mapoly0007s0042	Mapoly0007s0042.1	Mapoly0007s0042.1.p	PF07714	PTHR27003,PTHR27003:SF26	KOG1187	2.7.11.1		GO:0006468,GO:0004672	AT5G54590.2	CRLK1	Protein kinase superfamily protein
33022327	Mapoly0007s0043	Mapoly0007s0043.1	Mapoly0007s0043.1.p									
33022314	Mapoly0007s0044	Mapoly0007s0044.1	Mapoly0007s0044.1.p									
33022394	Mapoly0007s0045	Mapoly0007s0045.1	Mapoly0007s0045.1.p		PTHR12305					AT1G10800.1		
33022455	Mapoly0007s0046	Mapoly0007s0046.1	Mapoly0007s0046.1.p	PF00504	PTHR36490,PTHR36490:SF1					AT2G21970.1	SEP2	stress enhanced protein 2
33022397	Mapoly0007s0047	Mapoly0007s0047.1	Mapoly0007s0047.1.p	PF07228	PTHR12320,PTHR12320:SF16	KOG1379	3.1.3.16		GO:0003824	AT4G16580.1		Protein phosphatase 2C family protein
33022298	Mapoly0007s0048	Mapoly0007s0048.1	Mapoly0007s0048.1.p	PF00163,PF01479	PTHR11831,PTHR11831:SF13	KOG3301		K02997	GO:0019843,GO:0005622,GO:0003723	AT5G15200.1		Ribosomal protein S4
33022159	Mapoly0007s0049	Mapoly0007s0049.1	Mapoly0007s0049.1.p	PF08615	PTHR21726,PTHR21726:SF42		3.1.26.4	K10745		AT2G39440.1		
33022520	Mapoly0007s0050	Mapoly0007s0050.1	Mapoly0007s0050.1.p	PF07896	PTHR28524,PTHR28524:SF3					AT5G67490.1		
33022248	Mapoly0007s0051	Mapoly0007s0051.1	Mapoly0007s0051.1.p	PF12937					GO:0005515	AT2G44900.1	ARABIDILLO-1	ARABIDILLO-1
33022276	Mapoly0007s0052	Mapoly0007s0052.1	Mapoly0007s0052.1.p	PF01264	PTHR21085		4.2.3.5	K01736	GO:0009073,GO:0004107	AT1G48850.1	EMB1144	chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative
33022361	Mapoly0007s0053	Mapoly0007s0053.1	Mapoly0007s0053.1.p	PF00265	PTHR11441,PTHR11441:SF2	KOG3125	2.7.1.21	K00857	GO:0005524,GO:0004797	AT5G23070.1		Thymidine kinase
33022447	Mapoly0007s0054	Mapoly0007s0054.1	Mapoly0007s0054.1.p									
33022526	Mapoly0007s0055	Mapoly0007s0055.1	Mapoly0007s0055.1.p									
33022363	Mapoly0007s0056	Mapoly0007s0056.1	Mapoly0007s0056.1.p	PF00170	PTHR13690				GO:0043565,GO:0006355,GO:0003700	AT1G06070.1		Basic-leucine zipper (bZIP) transcription factor family protein
33022460	Mapoly0007s0057	Mapoly0007s0057.1	Mapoly0007s0057.1.p									
33022506	Mapoly0007s0058	Mapoly0007s0058.1	Mapoly0007s0058.1.p							AT2G31800.1		Integrin-linked protein kinase family
33022309	Mapoly0007s0059	Mapoly0007s0059.1	Mapoly0007s0059.1.p									
33022472	Mapoly0007s0060	Mapoly0007s0060.1	Mapoly0007s0060.1.p	PF06172	PTHR33387,PTHR33387:SF3			K09705		AT1G19130.1		
33022176	Mapoly0007s0061	Mapoly0007s0061.1	Mapoly0007s0061.1.p	PF13481	PTHR22942,PTHR22942:SF15	KOG1434	3.6.1.8	K10869	GO:0033063,GO:0006281,GO:0003677,GO:0000724	AT2G28560.1	ATRAD51B,RAD51B	DNA repair (Rad51) family protein
33022287	Mapoly0007s0062	Mapoly0007s0062.1	Mapoly0007s0062.1.p	PF06454	PTHR31142,PTHR31142:SF3					AT2G02180.1	TOM3	tobamovirus multiplication protein 3
33022508	Mapoly0007s0063	Mapoly0007s0063.1	Mapoly0007s0063.1.p									
33022509	Mapoly0007s0063	Mapoly0007s0063.2	Mapoly0007s0063.2.p									
33022424	Mapoly0007s0064	Mapoly0007s0064.1	Mapoly0007s0064.1.p									
33022305	Mapoly0007s0065	Mapoly0007s0065.1	Mapoly0007s0065.1.p	PF04577	PTHR20961,PTHR20961:SF6	KOG4698	2.4.2.38	K03714	GO:0016757	AT5G55500.1	ATXYLT,XYLT	beta-1,2-xylosyltransferase
33022306	Mapoly0007s0065	Mapoly0007s0065.2	Mapoly0007s0065.2.p	PF04577	PTHR20961,PTHR20961:SF6	KOG4698	2.4.2.38	K03714	GO:0016757	AT5G55500.1	ATXYLT,XYLT	beta-1,2-xylosyltransferase
33022173	Mapoly0007s0066	Mapoly0007s0066.1	Mapoly0007s0066.1.p	PF02463	PTHR19306,PTHR19306:SF1				GO:0030915,GO:0006281,GO:0000724	AT5G15920.1	SMC5	structural maintenance of chromosomes 5
33022174	Mapoly0007s0066	Mapoly0007s0066.2	Mapoly0007s0066.2.p	PF02463	PTHR19306,PTHR19306:SF1				GO:0030915,GO:0006281,GO:0000724	AT5G15920.1	SMC5	structural maintenance of chromosomes 5
33022180	Mapoly0007s0067	Mapoly0007s0067.1	Mapoly0007s0067.1.p	PF00025	PTHR24073,PTHR24073:SF520	KOG0084		K07874	GO:0005525	AT5G47200.1	ATRAB1A,ATRABD2B,RAB1A	RAB GTPase homolog 1A
33022395	Mapoly0007s0068	Mapoly0007s0068.1	Mapoly0007s0068.1.p	PF00134	PTHR10026,PTHR10026:SF75	KOG0834		K15188	GO:0019901,GO:0006355,GO:0000079	AT5G45190.1		Cyclin family protein
33022396	Mapoly0007s0068	Mapoly0007s0068.2	Mapoly0007s0068.2.p	PF00134	PTHR10026,PTHR10026:SF75	KOG0834		K15188	GO:0019901,GO:0006355,GO:0000079	AT5G45190.1		Cyclin family protein
33022435	Mapoly0007s0069	Mapoly0007s0069.1	Mapoly0007s0069.1.p	PF00025	PTHR24073,PTHR24073:SF430	KOG0087		K07904	GO:0005525	AT2G43130.1	ARA-4,ARA4,ATRAB11F,ATRABA5C,RABA5C	P-loop containing nucleoside triphosphate hydrolases superfamily protein
33022408	Mapoly0007s0070	Mapoly0007s0070.1	Mapoly0007s0070.1.p		PTHR37750,PTHR37750:SF1					AT4G23760.1		Cox19-like CHCH family protein
33022448	Mapoly0007s0071	Mapoly0007s0071.1	Mapoly0007s0071.1.p	PF04545,PF04539,PF04542	PTHR30603				GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677	AT1G08540.1	ABC1,ATSIG1,ATSIG2,SIG1,SIG2,SIGA,SIGB	RNApolymerase sigma subunit 2
33022335	Mapoly0007s0072	Mapoly0007s0072.1	Mapoly0007s0072.1.p	PF00254	PTHR10516,PTHR10516:SF293	KOG0549	5.2.1.8	K09569	GO:0006457	AT3G25220.1	FKBP15-1	FK506-binding protein 15 kD-1
33022336	Mapoly0007s0072	Mapoly0007s0072.2	Mapoly0007s0072.2.p	PF00254	PTHR10516,PTHR10516:SF293	KOG0549	5.2.1.8	K09569	GO:0006457	AT5G48580.1	FKBP15-2	FK506- and rapamycin-binding protein 15 kD-2
33022270	Mapoly0007s0073	Mapoly0007s0073.1	Mapoly0007s0073.1.p									
33022323	Mapoly0007s0074	Mapoly0007s0074.1	Mapoly0007s0074.1.p									
33022399	Mapoly0007s0075	Mapoly0007s0075.1	Mapoly0007s0075.1.p									
33022462	Mapoly0007s0076	Mapoly0007s0076.1	Mapoly0007s0076.1.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022466	Mapoly0007s0076	Mapoly0007s0076.2	Mapoly0007s0076.2.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022467	Mapoly0007s0076	Mapoly0007s0076.3	Mapoly0007s0076.3.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022468	Mapoly0007s0076	Mapoly0007s0076.4	Mapoly0007s0076.4.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022469	Mapoly0007s0076	Mapoly0007s0076.5	Mapoly0007s0076.5.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022464	Mapoly0007s0076	Mapoly0007s0076.6	Mapoly0007s0076.6.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022465	Mapoly0007s0076	Mapoly0007s0076.7	Mapoly0007s0076.7.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022463	Mapoly0007s0076	Mapoly0007s0076.8	Mapoly0007s0076.8.p	PF11957	PTHR13265	KOG2491		K12878		AT5G09860.1	AtHPR1,AtTHO1,HPR1,THO1	nuclear matrix protein-related
33022161	Mapoly0007s0077	Mapoly0007s0077.1	Mapoly0007s0077.1.p	PF02446	PTHR32438,PTHR32438:SF5		2.4.1.25	K00705	GO:0005975,GO:0004134	AT5G64860.1	DPE1	disproportionating enzyme
33022423	Mapoly0007s0078	Mapoly0007s0078.1	Mapoly0007s0078.1.p	PF00584	PTHR12309	KOG3498		K07342	GO:0016020,GO:0006886,GO:0006605	AT4G24920.1		secE/sec61-gamma protein transport protein
33022470	Mapoly0007s0079	Mapoly0007s0079.1	Mapoly0007s0079.1.p			KOG1308				AT5G16620.1	ATTIC40,PDE120,TIC40	hydroxyproline-rich glycoprotein family protein
33022132	Mapoly0007s0080	Mapoly0007s0080.1	Mapoly0007s0080.1.p	PF00125,PF16211	PTHR23430	KOG1756		K11251	GO:0003677	AT1G51060.1	HTA10	histone H2A 10
33022450	Mapoly0007s0081	Mapoly0007s0081.1	Mapoly0007s0081.1.p	PF03140	PTHR31549					AT3G50180.1		Plant protein of unknown function (DUF247)
33022354	Mapoly0007s0082	Mapoly0007s0082.1	Mapoly0007s0082.1.p		PTHR34048,PTHR34048:SF3					AT5G16660.1		
33022355	Mapoly0007s0082	Mapoly0007s0082.2	Mapoly0007s0082.2.p		PTHR34048,PTHR34048:SF3					AT5G16660.1		
33022371	Mapoly0007s0083	Mapoly0007s0083.1	Mapoly0007s0083.1.p		PTHR34121,PTHR34121:SF1					AT5G13560.1		
33022136	Mapoly0007s0084	Mapoly0007s0084.1	Mapoly0007s0084.1.p	PF10018	PTHR13208,PTHR13208:SF2				GO:0016592,GO:0006357,GO:0001104	AT5G02850.1		hydroxyproline-rich glycoprotein family protein
33022137	Mapoly0007s0084	Mapoly0007s0084.2	Mapoly0007s0084.2.p	PF10018	PTHR13208,PTHR13208:SF2				GO:0016592,GO:0006357,GO:0001104	AT5G02850.1		hydroxyproline-rich glycoprotein family protein
33022138	Mapoly0007s0084	Mapoly0007s0084.3	Mapoly0007s0084.3.p	PF10018	PTHR13208,PTHR13208:SF2				GO:0016592,GO:0006357,GO:0001104	AT5G02850.1		hydroxyproline-rich glycoprotein family protein
33022282	Mapoly0007s0085	Mapoly0007s0085.1	Mapoly0007s0085.1.p									
33022393	Mapoly0007s0086	Mapoly0007s0086.1	Mapoly0007s0086.1.p	PF00571	PTHR13780,PTHR13780:SF51	KOG1764				AT1G80090.1		Cystathionine beta-synthase (CBS) family protein
33022175	Mapoly0007s0087	Mapoly0007s0087.1	Mapoly0007s0087.1.p	PF03140	PTHR31549					AT3G50150.1		Plant protein of unknown function (DUF247)
33022421	Mapoly0007s0088	Mapoly0007s0088.1	Mapoly0007s0088.1.p	PF03188	PTHR10106	KOG1619	1.16.5.1	K08360	GO:0016021	AT5G38630.1	ACYB-1,CYB-1	cytochrome B561-1
33022422	Mapoly0007s0088	Mapoly0007s0088.2	Mapoly0007s0088.2.p	PF03188	PTHR10106	KOG1619	1.16.5.1	K08360	GO:0016021	AT5G38630.1	ACYB-1,CYB-1	cytochrome B561-1
33022325	Mapoly0007s0089	Mapoly0007s0089.1	Mapoly0007s0089.1.p	PF07885,PF03493	PTHR10027,PTHR10027:SF10	KOG1420		K04936	GO:0016020,GO:0015269,GO:0006813			
33022326	Mapoly0007s0089	Mapoly0007s0089.2	Mapoly0007s0089.2.p		PTHR10027							
33022275	Mapoly0007s0090	Mapoly0007s0090.1	Mapoly0007s0090.1.p	PF07466	PTHR33975,PTHR33975:SF2					AT1G54520.1		
33022499	Mapoly0007s0091	Mapoly0007s0091.1	Mapoly0007s0091.1.p	PF00218	PTHR22854,PTHR22854:SF10	KOG4201	4.1.1.48	K01609	GO:0004425	AT5G48220.1		Aldolase-type TIM barrel family protein
33022302	Mapoly0007s0092	Mapoly0007s0092.1	Mapoly0007s0092.1.p	PF02732	PTHR10150			K10848	GO:0004518,GO:0003677	AT5G41150.1	ATRAD1,RAD1,UVH1	Restriction endonuclease, type II-like superfamily protein
33022474	Mapoly0007s0093	Mapoly0007s0093.1	Mapoly0007s0093.1.p	PF03222	PTHR32195,PTHR32195:SF20			K03834	GO:0003333	AT5G19500.1		Tryptophan/tyrosine permease
33022342	Mapoly0007s0094	Mapoly0007s0094.1	Mapoly0007s0094.1.p							AT1G70780.1		
33022311	Mapoly0007s0095	Mapoly0007s0095.1	Mapoly0007s0095.1.p									
33022360	Mapoly0007s0096	Mapoly0007s0096.1	Mapoly0007s0096.1.p	PF00544	PTHR31683,PTHR31683:SF3		4.2.2.2	K01728		AT4G13710.1		Pectin lyase-like superfamily protein
33022391	Mapoly0007s0097	Mapoly0007s0097.1	Mapoly0007s0097.1.p									
33022451	Mapoly0007s0098	Mapoly0007s0098.1	Mapoly0007s0098.1.p	PF00004,PF12037	PTHR23075,PTHR23075:SF3			K17681	GO:0005524	AT5G16930.1		AAA-type ATPase family protein
33022185	Mapoly0007s0099	Mapoly0007s0099.1	Mapoly0007s0099.1.p		PTHR31016,PTHR31016:SF3					AT1G30050.1		
33022202	Mapoly0007s0099	Mapoly0007s0099.10	Mapoly0007s0099.10.p		PTHR31016,PTHR31016:SF3					AT1G30050.1		
33022203	Mapoly0007s0099	Mapoly0007s0099.11	Mapoly0007s0099.11.p		PTHR31016,PTHR31016:SF3					AT5G01970.1		
